sku,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Churn_Status
NW009-ST-CP-XXL,7,9,5118.0,3,3,3,333,9,Champions,Needs Nurturing
NW009-ST-CP-XXXL,42,7,4076.0,1,2,3,123,6,At Risk,Churn Likely
NW012-TP-PJ-L,9,29,14459.84,3,4,4,344,11,Champions,Needs Nurturing
NW012-TP-PJ-M,1,49,25891.57,4,4,4,444,12,Champions,Needs Nurturing
NW012-TP-PJ-S,12,11,5384.0,3,3,3,333,9,Champions,Needs Nurturing
NW012-TP-PJ-XL,4,38,20327.0,4,4,4,444,12,Champions,Needs Nurturing
NW012-TP-PJ-XS,1,30,16001.0,4,4,4,444,12,Champions,Needs Nurturing
NW012-TP-PJ-XXL,1,43,22311.33,4,4,4,444,12,Champions,Needs Nurturing
NW012-TP-PJ-XXXL,6,37,19211.43,3,4,4,344,11,Champions,Needs Nurturing
NW013-ST-SR-L,5,17,8145.0,3,3,3,333,9,Champions,Needs Nurturing
NW013-ST-SR-M,2,18,8567.0,4,4,3,443,11,Champions,Needs Nurturing
NW013-ST-SR-S,7,12,5728.0,3,3,3,333,9,Champions,Needs Nurturing
NW013-ST-SR-XL,5,5,1942.0,3,2,2,322,7,Others,Needs Nurturing
NW013-ST-SR-XS,16,6,2881.0,2,2,2,222,6,Others,Needs Nurturing
NW013-ST-SR-XXL,5,15,7177.24,3,3,3,333,9,Champions,Needs Nurturing
NW013-ST-SR-XXXL,6,26,12507.0,3,4,4,344,11,Champions,Needs Nurturing
NW014-ST-SR-L,4,19,10197.19,4,4,3,443,11,Champions,Needs Nurturing
NW014-ST-SR-M,1,17,8698.0,4,3,3,433,10,Champions,Needs Nurturing
NW014-ST-SR-S,5,12,6534.0,3,3,3,333,9,Champions,Needs Nurturing
NW014-ST-SR-XL,2,10,5407.0,4,3,3,433,10,Champions,Needs Nurturing
NW014-ST-SR-XS,1,4,2148.0,4,2,2,422,8,Loyal,Retained
NW014-ST-SR-XXL,8,11,6199.0,3,3,3,333,9,Champions,Needs Nurturing
NW014-ST-SR-XXXL,3,14,7617.0,4,3,3,433,10,Champions,Needs Nurturing
NW015-TP-PJ-L,40,2,1034.0,1,1,1,111,3,At Risk,Churn Likely
NW015-TP-PJ-M,10,20,10584.0,3,4,3,343,10,Champions,Needs Nurturing
NW015-TP-PJ-S,15,15,7631.28,2,3,3,233,8,Others,Needs Nurturing
NW015-TP-PJ-XL,6,6,3102.0,3,2,2,322,7,Others,Needs Nurturing
NW015-TP-PJ-XS,12,4,2096.0,3,2,2,322,7,Others,Needs Nurturing
NW015-TP-PJ-XXL,17,28,13990.0,2,4,4,244,10,Champions,Needs Nurturing
NW015-TP-PJ-XXXL,44,2,1034.0,1,1,1,111,3,At Risk,Churn Likely
NW016-ST-SR-L,3,17,8542.19,4,3,3,433,10,Champions,Needs Nurturing
NW016-ST-SR-M,11,19,9815.43,3,4,3,343,10,Champions,Needs Nurturing
NW016-ST-SR-S,2,30,16048.81,4,4,4,444,12,Champions,Needs Nurturing
NW016-ST-SR-XL,2,19,10722.76,4,4,3,443,11,Champions,Needs Nurturing
NW016-ST-SR-XS,4,20,10623.81,4,4,3,443,11,Champions,Needs Nurturing
NW016-ST-SR-XXL,13,7,3756.4300000000003,2,2,2,222,6,Others,Needs Nurturing
NW016-ST-SR-XXXL,6,11,5902.42,3,3,3,333,9,Champions,Needs Nurturing
NW020-ST-SR-L,3,25,12867.76,4,4,4,444,12,Champions,Needs Nurturing
NW020-ST-SR-S,46,10,5484.0,1,3,3,133,7,At Risk,Churn Likely
NW020-ST-SR-XL,3,17,8789.14,4,3,3,433,10,Champions,Needs Nurturing
NW020-ST-SR-XS,42,19,10354.0,1,4,3,143,8,Frequent Buyer,Needs Nurturing
NW020-ST-SR-XXL,10,15,7908.0,3,3,3,333,9,Champions,Needs Nurturing
NW020-ST-SR-XXXL,10,20,10380.0,3,4,3,343,10,Champions,Needs Nurturing
NW022-TP-PJ-L,73,4,1924.0,1,2,2,122,5,At Risk,Churn Likely
NW022-TP-PJ-M,75,4,2360.0,1,2,2,122,5,At Risk,Churn Likely
NW022-TP-PJ-S,90,1,744.0,1,1,1,111,3,At Risk,Churn Likely
NW022-TP-PJ-XL,32,8,4720.0,2,3,3,233,8,Others,Needs Nurturing
NW022-TP-PJ-XS,4,12,7234.0,4,3,3,433,10,Champions,Needs Nurturing
NW022-TP-PJ-XXL,29,9,5292.0,2,3,3,233,8,Others,Needs Nurturing
NW022-TP-PJ-XXXL,11,5,2903.9,3,2,2,322,7,Others,Needs Nurturing
NW023-ST-SR-L,1,1,517.0,4,1,1,411,6,Loyal,Retained
NW023-ST-SR-XL,89,1,699.0,1,1,1,111,3,At Risk,Churn Likely
NW024-TP-PJ-L,37,2,1120.0,1,1,1,111,3,At Risk,Churn Likely
NW024-TP-PJ-M,43,5,2265.33,1,2,2,122,5,At Risk,Churn Likely
NW024-TP-PJ-S,4,10,5677.33,4,3,3,433,10,Champions,Needs Nurturing
NW024-TP-PJ-XL,18,8,4610.0,2,3,3,233,8,Others,Needs Nurturing
NW024-TP-PJ-XS,5,6,3421.0,3,2,2,322,7,Others,Needs Nurturing
NW024-TP-PJ-XXL,11,13,7374.1,3,3,3,333,9,Champions,Needs Nurturing
NW024-TP-PJ-XXXL,8,5,2755.66,3,2,2,322,7,Others,Needs Nurturing
NW027-TP-PJ-M,74,3,1839.0,1,1,2,112,4,At Risk,Churn Likely
NW027-TP-PJ-S,14,7,4291.0,2,2,3,223,7,Others,Needs Nurturing
NW027-TP-PJ-XL,82,1,613.0,1,1,1,111,3,At Risk,Churn Likely
NW027-TP-PJ-XS,2,4,2434.0,4,2,2,422,8,Loyal,Retained
NW027-TP-PJ-XXL,17,9,5517.0,2,3,3,233,8,Others,Needs Nurturing
NW027-TP-PJ-XXXL,18,7,4291.0,2,2,3,223,7,Others,Needs Nurturing
NW028-TP-PJ-L,51,2,1102.0,1,1,1,111,3,At Risk,Churn Likely
NW028-TP-PJ-M,60,3,1689.0,1,1,2,112,4,At Risk,Churn Likely
NW028-TP-PJ-S,52,1,539.0,1,1,1,111,3,At Risk,Churn Likely
NW028-TP-PJ-XL,2,3,1641.0,4,1,2,412,7,Loyal,Retained
NW028-TP-PJ-XS,44,1,539.0,1,1,1,111,3,At Risk,Churn Likely
NW028-TP-PJ-XXL,46,3,1617.0,1,1,2,112,4,At Risk,Churn Likely
NW028-TP-PJ-XXXL,58,2,1126.0,1,1,1,111,3,At Risk,Churn Likely
NW029-ST-SR-L,4,15,6826.0,4,3,3,433,10,Champions,Needs Nurturing
NW029-ST-SR-M,27,14,6521.43,2,3,3,233,8,Others,Needs Nurturing
NW029-ST-SR-S,6,20,8811.0,3,4,3,343,10,Champions,Needs Nurturing
NW029-ST-SR-XL,12,10,4633.0,3,3,3,333,9,Champions,Needs Nurturing
NW029-ST-SR-XS,7,13,5982.0,3,3,3,333,9,Champions,Needs Nurturing
NW029-ST-SR-XXL,6,14,6486.0,3,3,3,333,9,Champions,Needs Nurturing
NW029-ST-SR-XXXL,2,18,7787.33,4,4,3,443,11,Champions,Needs Nurturing
NW030-TP-PJ-L,1,29,16874.1,4,4,4,444,12,Champions,Needs Nurturing
NW030-TP-PJ-M,15,27,15212.29,2,4,4,244,10,Champions,Needs Nurturing
NW030-TP-PJ-S,2,21,12048.39,4,4,4,444,12,Champions,Needs Nurturing
NW030-TP-PJ-XL,23,35,19995.16,2,4,4,244,10,Champions,Needs Nurturing
NW030-TP-PJ-XS,2,20,12035.0,4,4,4,444,12,Champions,Needs Nurturing
NW030-TP-PJ-XXL,5,32,18672.16,3,4,4,344,11,Champions,Needs Nurturing
NW030-TP-PJ-XXXL,37,8,4656.0,1,3,3,133,7,At Risk,Churn Likely
NW031-TP-PJ-L,47,5,2978.0,1,2,2,122,5,At Risk,Churn Likely
NW031-TP-PJ-M,5,17,10141.39,3,3,3,333,9,Champions,Needs Nurturing
NW031-TP-PJ-S,27,6,3526.0,2,2,2,222,6,Others,Needs Nurturing
NW031-TP-PJ-XL,19,3,1746.0,2,1,2,212,5,Others,Needs Nurturing
NW031-TP-PJ-XS,31,6,3543.0,2,2,2,222,6,Others,Needs Nurturing
NW031-TP-PJ-XXL,7,10,5825.48,3,3,3,333,9,Champions,Needs Nurturing
NW031-TP-PJ-XXXL,10,7,4062.48,3,2,3,323,8,Others,Needs Nurturing
NW032-ST-CP-L,1,7,3493.0,4,2,2,422,8,Loyal,Retained
NW032-ST-CP-M,12,4,1996.0,3,2,2,322,7,Others,Needs Nurturing
NW032-ST-CP-S,27,1,496.0,2,1,1,211,4,Others,Needs Nurturing
NW032-ST-CP-XL,11,7,3478.0,3,2,2,322,7,Others,Needs Nurturing
NW032-ST-CP-XS,42,1,496.0,1,1,1,111,3,At Risk,Churn Likely
NW032-ST-CP-XXL,1,7,3493.0,4,2,2,422,8,Loyal,Retained
NW032-ST-CP-XXXL,10,4,2461.38,3,2,2,322,7,Others,Needs Nurturing
NW033-ST-CP-L,8,2,1099.0,3,1,1,311,5,Others,Needs Nurturing
NW033-ST-CP-M,58,2,582.0,1,1,1,111,3,At Risk,Churn Likely
NW033-ST-CP-S,77,2,1164.0,1,1,1,111,3,At Risk,Churn Likely
NW033-ST-CP-XL,9,1,541.0,3,1,1,311,5,Others,Needs Nurturing
NW033-ST-CP-XS,13,6,3396.0,2,2,2,222,6,Others,Needs Nurturing
NW033-ST-CP-XXL,7,4,2280.0,3,2,2,322,7,Others,Needs Nurturing
NW033-ST-CP-XXXL,9,5,2780.0,3,2,2,322,7,Others,Needs Nurturing
NW034-TP-PJ-L,12,13,8617.0,3,3,3,333,9,Champions,Needs Nurturing
NW034-TP-PJ-M,13,13,7933.0,2,3,3,233,8,Others,Needs Nurturing
NW034-TP-PJ-S,35,3,1226.0,1,1,1,111,3,At Risk,Churn Likely
NW034-TP-PJ-XL,13,26,16407.0,2,4,4,244,10,Champions,Needs Nurturing
NW034-TP-PJ-XS,7,14,8689.0,3,3,3,333,9,Champions,Needs Nurturing
NW034-TP-PJ-XXL,4,26,15539.0,4,4,4,444,12,Champions,Needs Nurturing
NW034-TP-PJ-XXXL,17,28,16899.72,2,4,4,244,10,Champions,Needs Nurturing
NW035-ST-CP-L,12,5,2311.0,3,2,2,322,7,Others,Needs Nurturing
NW035-ST-CP-M,13,7,4125.0,2,2,3,223,7,Others,Needs Nurturing
NW035-ST-CP-S,11,5,2345.0,3,2,2,322,7,Others,Needs Nurturing
NW035-ST-CP-XL,25,1,582.0,2,1,1,211,4,Others,Needs Nurturing
NW035-ST-CP-XS,2,7,4125.0,4,2,3,423,9,Champions,Needs Nurturing
NW035-ST-CP-XXL,22,5,2961.0,2,2,2,222,6,Others,Needs Nurturing
NW035-ST-CP-XXXL,9,8,4873.0,3,3,3,333,9,Champions,Needs Nurturing
NW036-ST-SR-L,6,1,539.0,3,1,1,311,5,Others,Needs Nurturing
NW036-ST-SR-M,2,4,2156.0,4,2,2,422,8,Loyal,Retained
NW036-ST-SR-S,2,8,3757.0,4,3,2,432,9,Champions,Needs Nurturing
NW036-ST-SR-XS,32,3,1617.0,2,1,2,212,5,Others,Needs Nurturing
NW036-ST-SR-XXL,18,2,1078.0,2,1,1,211,4,Others,Needs Nurturing
NW036-ST-SR-XXXL,42,2,1102.0,1,1,1,111,3,At Risk,Churn Likely
NW037-TP-SR-L,16,21,9850.0,2,4,3,243,9,Champions,Needs Nurturing
NW037-TP-SR-M,12,14,6257.0,3,3,3,333,9,Champions,Needs Nurturing
NW037-TP-SR-S,1,12,4496.0,4,3,3,433,10,Champions,Needs Nurturing
NW037-TP-SR-XL,6,15,6292.0,3,3,3,333,9,Champions,Needs Nurturing
NW037-TP-SR-XS,21,10,4470.0,2,3,3,233,8,Others,Needs Nurturing
NW037-TP-SR-XXL,18,18,8058.62,2,4,3,243,9,Champions,Needs Nurturing
NW037-TP-SR-XXXL,54,8,3570.0,1,3,2,132,6,At Risk,Churn Likely
NW038-ST-SR-L,26,4,2052.0,2,2,2,222,6,Others,Needs Nurturing
NW038-ST-SR-M,19,4,2018.76,2,2,2,222,6,Others,Needs Nurturing
NW038-ST-SR-XL,5,9,4661.0,3,3,3,333,9,Champions,Needs Nurturing
NW038-ST-SR-XS,41,1,517.0,1,1,1,111,3,At Risk,Churn Likely
NW038-ST-SR-XXL,5,8,4168.0,3,3,3,333,9,Champions,Needs Nurturing
NW038-ST-SR-XXXL,6,3,1551.0,3,1,2,312,6,Others,Needs Nurturing
NW038-TP-SR-L,73,1,541.0,1,1,1,111,3,At Risk,Churn Likely
NW039-TP-SR-L,4,10,4924.0,4,3,3,433,10,Champions,Needs Nurturing
NW039-TP-SR-M,12,13,6424.0,3,3,3,333,9,Champions,Needs Nurturing
NW039-TP-SR-S,1,11,5449.0,4,3,3,433,10,Champions,Needs Nurturing
NW039-TP-SR-XL,4,11,5457.0,4,3,3,433,10,Champions,Needs Nurturing
NW039-TP-SR-XS,21,6,2974.0,2,2,2,222,6,Others,Needs Nurturing
NW039-TP-SR-XXL,8,8,3949.0,3,3,3,333,9,Champions,Needs Nurturing
NW039-TP-SR-XXXL,24,12,5940.0,2,3,3,233,8,Others,Needs Nurturing
PJ0096-KR-N-4XL,6,6,6284.25,3,2,3,323,8,Others,Needs Nurturing
PJ0096-KR-N-5XL,7,17,15392.0,3,3,4,334,10,Champions,Needs Nurturing
PJ0096-KR-N-6XL,42,10,8480.0,1,3,3,133,7,At Risk,Churn Likely
PJNE1906-KR-N-4XL,1,11,9468.380000000001,4,3,3,433,10,Champions,Needs Nurturing
PJNE1906-KR-N-5XL,4,9,6706.0,4,3,3,433,10,Champions,Needs Nurturing
PJNE1906-KR-N-6XL,12,4,2860.0,3,2,2,322,7,Others,Needs Nurturing
PJNE2014-KR-N-4XL,5,20,12138.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE2014-KR-N-5XL,4,26,17632.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE2014-KR-N-6XL,2,42,29515.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE2100-KR-N-4XL,3,15,9929.0,4,3,3,433,10,Champions,Needs Nurturing
PJNE2100-KR-N-5XL,26,35,21914.0,2,4,4,244,10,Champions,Needs Nurturing
PJNE2100-KR-N-6XL,6,47,27936.29,3,4,4,344,11,Champions,Needs Nurturing
PJNE2171-KR-N-4XL,33,11,12089.0,1,3,4,134,8,Big Spender,Needs Nurturing
PJNE2171-KR-N-5XL,6,26,27140.96,3,4,4,344,11,Champions,Needs Nurturing
PJNE2171-KR-N-6XL,12,34,35213.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE2199-KR-N-4XL,1,48,28988.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE2199-KR-N-5XL,5,46,28714.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE2199-KR-N-6XL,2,73,49639.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE2270-KR-N-4XL,10,7,6379.0,3,2,3,323,8,Others,Needs Nurturing
PJNE2270-KR-N-5XL,10,7,6716.0,3,2,3,323,8,Others,Needs Nurturing
PJNE2270-KR-N-6XL,9,6,6462.0,3,2,3,323,8,Others,Needs Nurturing
PJNE3068-KR-4XL,3,57,54124.38,4,4,4,444,12,Champions,Needs Nurturing
PJNE3068-KR-5XL,6,25,26507.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE3068-KR-6XL,3,53,50252.1,4,4,4,444,12,Champions,Needs Nurturing
PJNE3252-KR-N-4XL,6,23,18324.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE3252-KR-N-5XL,5,31,27432.0,3,4,4,344,11,Champions,Needs Nurturing
PJNE3252-KR-N-6XL,1,65,54115.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE3291-KR-4XL,3,15,12952.24,4,3,4,434,11,Champions,Needs Nurturing
PJNE3291-KR-5XL,3,24,18324.8,4,4,4,444,12,Champions,Needs Nurturing
PJNE3291-KR-6XL,3,33,26409.62,4,4,4,444,12,Champions,Needs Nurturing
PJNE3363-KR-N-4XL,3,6,3938.48,4,2,3,423,9,Champions,Needs Nurturing
PJNE3363-KR-N-5XL,9,23,17421.05,3,4,4,344,11,Champions,Needs Nurturing
PJNE3363-KR-N-6XL,2,7,5311.62,4,2,3,423,9,Champions,Needs Nurturing
PJNE3364-KR-4XL,22,3,2124.0,2,1,2,212,5,Others,Needs Nurturing
PJNE3364-KR-5XL,20,13,9402.48,2,3,3,233,8,Others,Needs Nurturing
PJNE3364-KR-6XL,2,17,12212.380000000001,4,3,4,434,11,Champions,Needs Nurturing
PJNE3368-KR-4XL,2,15,11891.0,4,3,4,434,11,Champions,Needs Nurturing
PJNE3368-KR-5XL,7,23,17393.62,3,4,4,344,11,Champions,Needs Nurturing
PJNE3368-KR-6XL,2,25,18913.06,4,4,4,444,12,Champions,Needs Nurturing
PJNE3373-KR-N-4XL,1,24,19197.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE3373-KR-N-5XL,7,14,10916.58,3,3,4,334,10,Champions,Needs Nurturing
PJNE3373-KR-N-6XL,2,66,50705.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE3399-KR-N-4XL,2,39,25718.67,4,4,4,444,12,Champions,Needs Nurturing
PJNE3399-KR-N-5XL,1,47,32229.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE3399-KR-N-6XL,2,68,48182.0,4,4,4,444,12,Champions,Needs Nurturing
PJNE3404-KR-N-4XL,7,5,3493.0,3,2,2,322,7,Others,Needs Nurturing
PJNE3404-KR-N-5XL,36,3,2155.0,1,1,2,112,4,At Risk,Churn Likely
PJNE3404-KR-N-6XL,37,6,3550.29,1,2,2,122,5,At Risk,Churn Likely
PJNE3405-KR-N-4XL,86,2,962.0,1,1,1,111,3,At Risk,Churn Likely
PJNE3405-KR-N-5XL,58,12,7217.0,1,3,3,133,7,At Risk,Churn Likely
PJNE3405-KR-N-6XL,48,4,2207.0,1,2,2,122,5,At Risk,Churn Likely
PJNE3421-KR-N-4XL,3,7,6475.0,4,2,3,423,9,Champions,Needs Nurturing
PJNE3421-KR-N-5XL,5,8,6475.0,3,3,3,333,9,Champions,Needs Nurturing
PJNE3421-KR-N-6XL,4,10,9085.0,4,3,3,433,10,Champions,Needs Nurturing
PJNE3423-KR-N-4XL,3,9,6453.0,4,3,3,433,10,Champions,Needs Nurturing
PJNE3423-KR-N-5XL,3,15,10278.0,4,3,3,433,10,Champions,Needs Nurturing
PJNE3423-KR-N-6XL,2,7,5295.0,4,2,3,423,9,Champions,Needs Nurturing
PJNE3439-KR-N-4XL,5,3,2775.0,3,1,2,312,6,Others,Needs Nurturing
PJNE3439-KR-N-5XL,12,2,925.0,3,1,1,311,5,Others,Needs Nurturing
PJNE3439-KR-N-6XL,23,1,0.0,2,1,1,211,4,Others,Needs Nurturing
PJNE3440-KR-N-4XL,5,17,11018.0,3,3,4,334,10,Champions,Needs Nurturing
PJNE3440-KR-N-5XL,1,30,20770.85,4,4,4,444,12,Champions,Needs Nurturing
PJNE3440-KR-N-6XL,1,22,16344.9,4,4,4,444,12,Champions,Needs Nurturing
PJNE3445-KR-N-4XL,19,1,925.0,2,1,1,211,4,Others,Needs Nurturing
PJNE3445-KR-N-5XL,9,5,4460.0,3,2,3,323,8,Others,Needs Nurturing
PJNE3445-KR-N-6XL,2,4,3700.0,4,2,2,422,8,Loyal,Retained
PJNE3568-KR-N-4XL,7,10,7007.0,3,3,3,333,9,Champions,Needs Nurturing
PJNE3568-KR-N-5XL,2,13,9858.29,4,3,3,433,10,Champions,Needs Nurturing
PJNE3568-KR-N-6XL,31,14,8959.0,2,3,3,233,8,Others,Needs Nurturing
PJNE3607-KR-4XL,4,7,4486.0,4,2,3,423,9,Champions,Needs Nurturing
PJNE3607-KR-5XL,12,15,11487.0,3,3,4,334,10,Champions,Needs Nurturing
PJNE3607-KR-6XL,2,14,10484.0,4,3,3,433,10,Champions,Needs Nurturing
PSET043-KR-NP-4XL,38,3,3785.0,1,1,2,112,4,At Risk,Churn Likely
PSET043-KR-NP-5XL,21,5,6394.0,2,2,3,223,7,Others,Needs Nurturing
PSET043-KR-NP-6XL,1,6,9125.0,4,2,3,423,9,Champions,Needs Nurturing
PSET058-KR-NP-4XL,13,5,4846.0,2,2,3,223,7,Others,Needs Nurturing
PSET058-KR-NP-5XL,90,1,871.0,1,1,1,111,3,At Risk,Churn Likely
PSET058-KR-NP-6XL,48,1,1216.07,1,1,1,111,3,At Risk,Churn Likely
PSET264-KR-NP-4XL,5,23,27732.0,3,4,4,344,11,Champions,Needs Nurturing
PSET264-KR-NP-5XL,3,27,32587.0,4,4,4,444,12,Champions,Needs Nurturing
PSET264-KR-NP-6XL,2,41,48624.0,4,4,4,444,12,Champions,Needs Nurturing
PSET268-KR-NP-4XL,10,16,20949.24,3,3,4,334,10,Champions,Needs Nurturing
PSET268-KR-NP-5XL,3,24,27837.0,4,4,4,444,12,Champions,Needs Nurturing
PSET268-KR-NP-6XL,4,25,31453.0,4,4,4,444,12,Champions,Needs Nurturing
SAR023,83,1,790.0,1,1,1,111,3,At Risk,Churn Likely
SAR024,81,2,1580.0,1,1,2,112,4,At Risk,Churn Likely
SAR025,56,1,772.0,1,1,1,111,3,At Risk,Churn Likely
SAR026,88,1,790.0,1,1,1,111,3,At Risk,Churn Likely
SAR027,7,3,1977.0,3,1,2,312,6,Others,Needs Nurturing
SAR028,6,1,659.0,3,1,1,311,5,Others,Needs Nurturing
SAR029,15,3,1966.0,2,1,2,212,5,Others,Needs Nurturing
SAR030,21,1,898.0,2,1,1,211,4,Others,Needs Nurturing
SAR032,48,1,772.0,1,1,1,111,3,At Risk,Churn Likely
SAR034,18,2,1562.0,2,1,2,212,5,Others,Needs Nurturing
SAR036,16,3,2211.0,2,1,2,212,5,Others,Needs Nurturing
SAR037,18,3,2436.9,2,1,2,212,5,Others,Needs Nurturing
SAR039,56,1,956.0,1,1,1,111,3,At Risk,Churn Likely
SAR040,61,2,1978.0,1,1,2,112,4,At Risk,Churn Likely
SAR041,70,1,989.0,1,1,1,111,3,At Risk,Churn Likely
SAR042,67,1,989.0,1,1,1,111,3,At Risk,Churn Likely
SAR046,56,1,667.0,1,1,1,111,3,At Risk,Churn Likely
SAR048,53,4,2277.62,1,2,2,122,5,At Risk,Churn Likely
SAR049,88,1,598.0,1,1,1,111,3,At Risk,Churn Likely
SAR051,50,2,1784.0,1,1,2,112,4,At Risk,Churn Likely
SAR053,57,2,1798.0,1,1,2,112,4,At Risk,Churn Likely
SAR056,57,1,790.0,1,1,1,111,3,At Risk,Churn Likely
SAR059,19,1,885.0,2,1,1,211,4,Others,Needs Nurturing
SAR061,13,3,2669.0,2,1,2,212,5,Others,Needs Nurturing
SAR062,33,6,6193.1900000000005,1,2,3,123,6,At Risk,Churn Likely
SAR066,2,3,2053.0,4,1,2,412,7,Loyal,Retained
SAR068,40,3,2683.0,1,1,2,112,4,At Risk,Churn Likely
SAR069,17,15,13124.57,2,3,4,234,9,Champions,Needs Nurturing
SAR070,5,4,3554.0,3,2,2,322,7,Others,Needs Nurturing
SAR071,71,1,899.0,1,1,1,111,3,At Risk,Churn Likely
SAR076,43,1,920.0,1,1,1,111,3,At Risk,Churn Likely
SAR091,58,2,1126.0,1,1,1,111,3,At Risk,Churn Likely
SAR092,71,2,1126.0,1,1,1,111,3,At Risk,Churn Likely
SAR096,82,1,648.0,1,1,1,111,3,At Risk,Churn Likely
SAR097,58,1,648.0,1,1,1,111,3,At Risk,Churn Likely
SAR098,75,1,648.0,1,1,1,111,3,At Risk,Churn Likely
SAR100,75,1,563.0,1,1,1,111,3,At Risk,Churn Likely
SAR101,49,1,616.0,1,1,1,111,3,At Risk,Churn Likely
SAR102,60,1,563.0,1,1,1,111,3,At Risk,Churn Likely
SAR107,84,1,563.0,1,1,1,111,3,At Risk,Churn Likely
SAR108,76,1,563.0,1,1,1,111,3,At Risk,Churn Likely
SAR109,88,1,563.0,1,1,1,111,3,At Risk,Churn Likely
SAR110,56,2,1179.0,1,1,1,111,3,At Risk,Churn Likely
SAR112,26,2,1988.0,2,1,2,212,5,Others,Needs Nurturing
SAR113,25,1,948.0,2,1,1,211,4,Others,Needs Nurturing
SAR114,61,2,1240.0,1,1,1,111,3,At Risk,Churn Likely
SAR130,58,1,819.0,1,1,1,111,3,At Risk,Churn Likely
SAR132,88,1,648.0,1,1,1,111,3,At Risk,Churn Likely
SAR134,56,1,720.0,1,1,1,111,3,At Risk,Churn Likely
SAR135,32,3,3376.0,2,1,2,212,5,Others,Needs Nurturing
SAR136,34,2,1510.0,1,1,2,112,4,At Risk,Churn Likely
SAR137,28,6,3984.0,2,2,3,223,7,Others,Needs Nurturing
SAR138,66,2,1498.0,1,1,2,112,4,At Risk,Churn Likely
SAR140,67,1,749.0,1,1,1,111,3,At Risk,Churn Likely
SAR148,18,1,756.0,2,1,1,211,4,Others,Needs Nurturing
SAR149,55,1,756.0,1,1,1,111,3,At Risk,Churn Likely
SAR152,15,6,4104.0,2,2,3,223,7,Others,Needs Nurturing
SAR154,35,1,756.0,1,1,1,111,3,At Risk,Churn Likely
SAR159,25,1,1049.0,2,1,1,211,4,Others,Needs Nurturing
SAR163,8,2,1483.0,3,1,2,312,6,Others,Needs Nurturing
SAR165,75,1,809.0,1,1,1,111,3,At Risk,Churn Likely
SAR166,73,1,770.48,1,1,1,111,3,At Risk,Churn Likely
SAR173,63,2,1498.0,1,1,2,112,4,At Risk,Churn Likely
SAR174,36,2,1364.0,1,1,1,111,3,At Risk,Churn Likely
SAR181,25,2,1747.0,2,1,2,212,5,Others,Needs Nurturing
SET003-KR-NP-A-S,36,1,844.0,1,1,1,111,3,At Risk,Churn Likely
SET003-KR-NP-A-XXL,3,1,844.0,4,1,1,411,6,Loyal,Retained
SET004-KR-SP-A-M,85,2,1358.0,1,1,1,111,3,At Risk,Churn Likely
SET004-KR-SP-A-S,23,5,3380.0,2,2,2,222,6,Others,Needs Nurturing
SET004-KR-SP-A-XL,21,3,2016.0,2,1,2,212,5,Others,Needs Nurturing
SET004-KR-SP-A-XS,15,3,1956.0,2,1,2,212,5,Others,Needs Nurturing
SET004-KR-SP-A-XXL,85,1,682.0,1,1,1,111,3,At Risk,Churn Likely
SET004-KR-SP-A-XXXL,56,10,6849.0,1,3,3,133,7,At Risk,Churn Likely
SET004-KR-SP-M,30,5,3491.0,2,2,2,222,6,Others,Needs Nurturing
SET004-KR-SP-S,64,1,682.0,1,1,1,111,3,At Risk,Churn Likely
SET004-KR-SP-XL,80,2,1364.0,1,1,1,111,3,At Risk,Churn Likely
SET004-KR-SP-XXL,19,2,1363.0,2,1,1,211,4,Others,Needs Nurturing
SET004-KR-SP-XXXL,79,2,1358.0,1,1,1,111,3,At Risk,Churn Likely
SET014-KR-PP-A-L,57,2,1636.0,1,1,2,112,4,At Risk,Churn Likely
SET014-KR-PP-A-M,62,3,2454.0,1,1,2,112,4,At Risk,Churn Likely
SET014-KR-PP-A-S,45,1,819.0,1,1,1,111,3,At Risk,Churn Likely
SET014-KR-PP-A-XL,21,2,1601.0,2,1,2,212,5,Others,Needs Nurturing
SET014-KR-PP-A-XS,12,1,783.0,3,1,1,311,5,Others,Needs Nurturing
SET014-KR-PP-A-XXL,62,1,818.0,1,1,1,111,3,At Risk,Churn Likely
SET014-KR-PP-A-XXXL,49,3,2456.0,1,1,2,112,4,At Risk,Churn Likely
SET014-KR-PP-L,2,6,4056.0,4,2,3,423,9,Champions,Needs Nurturing
SET014-KR-PP-M,11,8,6347.0,3,3,3,333,9,Champions,Needs Nurturing
SET014-KR-PP-S,11,4,3145.0,3,2,2,322,7,Others,Needs Nurturing
